-----------------------------------------------------
                Time	| Address	| Read/Write| data		|
-----------------------------------------------------
               88281	| 0000000a	| WRITE		| 00000efc	| 
               88291	| 0000000b	| WRITE		| 000097cd	| 
               88301	| 0000000c	| WRITE		| 00000fc0	| 
               88311	| 0000000d	| WRITE		| 0000de02	| 
               88321	| 0000000e	| WRITE		| 00000fc4	| 
               88331	| 0000000f	| WRITE		| 000027ed	| 
               88341	| 00000010	| WRITE		| 00001fbc	| 
               88351	| 00000011	| WRITE		| 00009bfd	| 
               88361	| 00000012	| WRITE		| 0000eefc	| 
               88371	| 00000013	| WRITE		| 000099ce	| 
               88391	| 00000004	| WRITE		| 00007495	| 
               88461	| 00000001	| WRITE		| 00000000	| 
               88481	| 00000002	| WRITE		| 00004e20	| 
               88501	| 00000003	| WRITE		| 0000000a	| 
               88511	| 00000001	| WRITE		| 00000001	| 
               88541	| 00000002	| WRITE		| 00004e16	| 
               88771	| 00000001	| WRITE		| 000007d0	| 
               88791	| 00000002	| WRITE		| 00000000	| 
               88811	| 00000006	| WRITE		| 0000eb6c	| 
               88821	| 00000007	| WRITE		| 00008b6c	| 
               88831	| 00000008	| WRITE		| 00001b6c	| 
               88841	| 00000009	| WRITE		| 00008b6e	| 
               88851	| 0000000a	| WRITE		| 00000efd	| 
               88861	| 0000000b	| WRITE		| 000097ce	| 
               88871	| 0000000c	| WRITE		| 00000fc1	| 
               88881	| 0000000d	| WRITE		| 0000de03	| 
               88891	| 0000000e	| WRITE		| 00000fc5	| 
               88901	| 0000000f	| WRITE		| 000027ee	| 
               88911	| 00000010	| WRITE		| 00001fbd	| 
               88921	| 00000011	| WRITE		| 00009bfe	| 
               88931	| 00000012	| WRITE		| 0000eefd	| 
               88941	| 00000013	| WRITE		| 000099cf	| 
               88961	| 00000004	| WRITE		| 00007494	| 
               89031	| 00000001	| WRITE		| 00000000	| 
               89051	| 00000002	| WRITE		| 00004e20	| 
               89071	| 00000003	| WRITE		| 0000000a	| 
               89081	| 00000001	| WRITE		| 00000001	| 
               89111	| 00000002	| WRITE		| 00004e16	| 
               89341	| 00000001	| WRITE		| 000007d0	| 
               89361	| 00000002	| WRITE		| 00000000	| 
               89381	| 00000006	| WRITE		| 0000eb6d	| 
               89391	| 00000007	| WRITE		| 00008b6d	| 
               89401	| 00000008	| WRITE		| 00001b6d	| 
               89411	| 00000009	| WRITE		| 00008b6f	| 
               89421	| 0000000a	| WRITE		| 00000efe	| 
               89431	| 0000000b	| WRITE		| 000097cf	| 
               89441	| 0000000c	| WRITE		| 00000fc2	| 
               89451	| 0000000d	| WRITE		| 0000de04	| 
               89461	| 0000000e	| WRITE		| 00000fc6	| 
               89471	| 0000000f	| WRITE		| 000027ef	| 
               89481	| 00000010	| WRITE		| 00001fbe	| 
               89491	| 00000011	| WRITE		| 00009bff	| 
               89501	| 00000012	| WRITE		| 0000eefe	| 
               89511	| 00000013	| WRITE		| 000099d0	| 
               89531	| 00000004	| WRITE		| 00007493	| 
               89601	| 00000001	| WRITE		| 00000000	| 
               89621	| 00000002	| WRITE		| 00004e20	| 
               89641	| 00000003	| WRITE		| 0000000a	| 
               89651	| 00000001	| WRITE		| 00000001	| 
               89681	| 00000002	| WRITE		| 00004e16	| 
               89911	| 00000001	| WRITE		| 000007d0	| 
               89931	| 00000002	| WRITE		| 00000000	| 
               89951	| 00000006	| WRITE		| 0000eb6e	| 
               89961	| 00000007	| WRITE		| 00008b6e	| 
               89971	| 00000008	| WRITE		| 00001b6e	| 
               89981	| 00000009	| WRITE		| 00008b70	| 
               89991	| 0000000a	| WRITE		| 00000eff	| 
               90001	| 0000000b	| WRITE		| 000097d0	| 
               90011	| 0000000c	| WRITE		| 00000fc3	| 
               90021	| 0000000d	| WRITE		| 0000de05	| 
               90031	| 0000000e	| WRITE		| 00000fc7	| 
               90041	| 0000000f	| WRITE		| 000027f0	| 
               90051	| 00000010	| WRITE		| 00001fbf	| 
               90061	| 00000011	| WRITE		| 00009c00	| 
               90071	| 00000012	| WRITE		| 0000eeff	| 
               90081	| 00000013	| WRITE		| 000099d1	| 
               90101	| 00000004	| WRITE		| 00007492	| 
               90171	| 00000001	| WRITE		| 00000000	| 
               90191	| 00000002	| WRITE		| 00004e20	| 
               90211	| 00000003	| WRITE		| 0000000a	| 
               90221	| 00000001	| WRITE		| 00000001	| 
               90251	| 00000002	| WRITE		| 00004e16	| 
               90481	| 00000001	| WRITE		| 000007d0	| 
               90501	| 00000002	| WRITE		| 00000000	| 
               90521	| 00000006	| WRITE		| 0000eb6f	| 
               90531	| 00000007	| WRITE		| 00008b6f	| 
               90541	| 00000008	| WRITE		| 00001b6f	| 
               90551	| 00000009	| WRITE		| 00008b71	| 
               90561	| 0000000a	| WRITE		| 00000f00	| 
               90571	| 0000000b	| WRITE		| 000097d1	| 
               90581	| 0000000c	| WRITE		| 00000fc4	| 
               90591	| 0000000d	| WRITE		| 0000de06	| 
               90601	| 0000000e	| WRITE		| 00000fc8	| 
               90611	| 0000000f	| WRITE		| 000027f1	| 
               90621	| 00000010	| WRITE		| 00001fc0	| 
               90631	| 00000011	| WRITE		| 00009c01	| 
               90641	| 00000012	| WRITE		| 0000ef00	| 
               90651	| 00000013	| WRITE		| 000099d2	| 
               90671	| 00000004	| WRITE		| 00007491	| 
               90741	| 00000001	| WRITE		| 00000000	| 
               90761	| 00000002	| WRITE		| 00004e20	| 
               90781	| 00000003	| WRITE		| 0000000a	| 
               90791	| 00000001	| WRITE		| 00000001	| 
               90821	| 00000002	| WRITE		| 00004e16	| 
               91051	| 00000001	| WRITE		| 000007d0	| 
               91071	| 00000002	| WRITE		| 00000000	| 
               91091	| 00000006	| WRITE		| 0000eb70	| 
               91101	| 00000007	| WRITE		| 00008b70	| 
               91111	| 00000008	| WRITE		| 00001b70	| 
               91121	| 00000009	| WRITE		| 00008b72	| 
               91131	| 0000000a	| WRITE		| 00000f01	| 
               91141	| 0000000b	| WRITE		| 000097d2	| 
               91151	| 0000000c	| WRITE		| 00000fc5	| 
               91161	| 0000000d	| WRITE		| 0000de07	| 
               91171	| 0000000e	| WRITE		| 00000fc9	| 
               91181	| 0000000f	| WRITE		| 000027f2	| 
               91191	| 00000010	| WRITE		| 00001fc1	| 
               91201	| 00000011	| WRITE		| 00009c02	| 
               91211	| 00000012	| WRITE		| 0000ef01	| 
               91221	| 00000013	| WRITE		| 000099d3	| 
               91241	| 00000004	| WRITE		| 00007490	| 
               91311	| 00000001	| WRITE		| 00000000	| 
               91331	| 00000002	| WRITE		| 00004e20	| 
               91351	| 00000003	| WRITE		| 0000000a	| 
               91361	| 00000001	| WRITE		| 00000001	| 
               91391	| 00000002	| WRITE		| 00004e16	| 
               91621	| 00000001	| WRITE		| 000007d0	| 
               91641	| 00000002	| WRITE		| 00000000	| 
               91661	| 00000006	| WRITE		| 0000eb71	| 
               91671	| 00000007	| WRITE		| 00008b71	| 
               91681	| 00000008	| WRITE		| 00001b71	| 
               91691	| 00000009	| WRITE		| 00008b73	| 
               91701	| 0000000a	| WRITE		| 00000f02	| 
               91711	| 0000000b	| WRITE		| 000097d3	| 
               91721	| 0000000c	| WRITE		| 00000fc6	| 
               91731	| 0000000d	| WRITE		| 0000de08	| 
               91741	| 0000000e	| WRITE		| 00000fca	| 
               91751	| 0000000f	| WRITE		| 000027f3	| 
               91761	| 00000010	| WRITE		| 00001fc2	| 
               91771	| 00000011	| WRITE		| 00009c03	| 
               91781	| 00000012	| WRITE		| 0000ef02	| 
               91791	| 00000013	| WRITE		| 000099d4	| 
               91811	| 00000004	| WRITE		| 0000748f	| 
               91881	| 00000001	| WRITE		| 00000000	| 
               91901	| 00000002	| WRITE		| 00004e20	| 
               91921	| 00000003	| WRITE		| 0000000a	| 
               91931	| 00000001	| WRITE		| 00000001	| 
               91961	| 00000002	| WRITE		| 00004e16	| 
               92191	| 00000001	| WRITE		| 000007d0	| 
               92211	| 00000002	| WRITE		| 00000000	| 
               92231	| 00000006	| WRITE		| 0000eb72	| 
               92241	| 00000007	| WRITE		| 00008b72	| 
               92251	| 00000008	| WRITE		| 00001b72	| 
               92261	| 00000009	| WRITE		| 00008b74	| 
               92271	| 0000000a	| WRITE		| 00000f03	| 
               92281	| 0000000b	| WRITE		| 000097d4	| 
               92291	| 0000000c	| WRITE		| 00000fc7	| 
               92301	| 0000000d	| WRITE		| 0000de09	| 
               92311	| 0000000e	| WRITE		| 00000fcb	| 
               92321	| 0000000f	| WRITE		| 000027f4	| 
               92331	| 00000010	| WRITE		| 00001fc3	| 
               92341	| 00000011	| WRITE		| 00009c04	| 
               92351	| 00000012	| WRITE		| 0000ef03	| 
               92361	| 00000013	| WRITE		| 000099d5	| 
               92381	| 00000004	| WRITE		| 0000748e	| 
               92451	| 00000001	| WRITE		| 00000000	| 
               92471	| 00000002	| WRITE		| 00004e20	| 
               92491	| 00000003	| WRITE		| 0000000a	| 
               92501	| 00000001	| WRITE		| 00000001	| 
               92531	| 00000002	| WRITE		| 00004e16	| 
               92761	| 00000001	| WRITE		| 000007d0	| 
               92781	| 00000002	| WRITE		| 00000000	| 
               92801	| 00000006	| WRITE		| 0000eb73	| 
               92811	| 00000007	| WRITE		| 00008b73	| 
               92821	| 00000008	| WRITE		| 00001b73	| 
               92831	| 00000009	| WRITE		| 00008b75	| 
               92841	| 0000000a	| WRITE		| 00000f04	| 
               92851	| 0000000b	| WRITE		| 000097d5	| 
               92861	| 0000000c	| WRITE		| 00000fc8	| 
               92871	| 0000000d	| WRITE		| 0000de0a	| 
               92881	| 0000000e	| WRITE		| 00000fcc	| 
               92891	| 0000000f	| WRITE		| 000027f5	| 
               92901	| 00000010	| WRITE		| 00001fc4	| 
               92911	| 00000011	| WRITE		| 00009c05	| 
               92921	| 00000012	| WRITE		| 0000ef04	| 
               92931	| 00000013	| WRITE		| 000099d6	| 
               92951	| 00000004	| WRITE		| 0000748d	| 
               93021	| 00000001	| WRITE		| 00000000	| 
               93041	| 00000002	| WRITE		| 00004e20	| 
               93061	| 00000003	| WRITE		| 0000000a	| 
               93071	| 00000001	| WRITE		| 00000001	| 
               93101	| 00000002	| WRITE		| 00004e16	| 
               93331	| 00000001	| WRITE		| 000007d0	| 
               93351	| 00000002	| WRITE		| 00000000	| 
               93371	| 00000006	| WRITE		| 0000eb74	| 
               93381	| 00000007	| WRITE		| 00008b74	| 
               93391	| 00000008	| WRITE		| 00001b74	| 
               93401	| 00000009	| WRITE		| 00008b76	| 
               93411	| 0000000a	| WRITE		| 00000f05	| 
               93421	| 0000000b	| WRITE		| 000097d6	| 
               93431	| 0000000c	| WRITE		| 00000fc9	| 
               93441	| 0000000d	| WRITE		| 0000de0b	| 
               93451	| 0000000e	| WRITE		| 00000fcd	| 
               93461	| 0000000f	| WRITE		| 000027f6	| 
               93471	| 00000010	| WRITE		| 00001fc5	| 
               93481	| 00000011	| WRITE		| 00009c06	| 
               93491	| 00000012	| WRITE		| 0000ef05	| 
               93501	| 00000013	| WRITE		| 000099d7	| 
               93521	| 00000004	| WRITE		| 0000748c	| 
               93591	| 00000001	| WRITE		| 00000000	| 
               93611	| 00000002	| WRITE		| 00004e20	| 
               93631	| 00000003	| WRITE		| 0000000a	| 
               93641	| 00000001	| WRITE		| 00000001	| 
               93671	| 00000002	| WRITE		| 00004e16	| 
               93901	| 00000001	| WRITE		| 000007d0	| 
               93921	| 00000002	| WRITE		| 00000000	| 
               93941	| 00000006	| WRITE		| 0000eb75	| 
               93951	| 00000007	| WRITE		| 00008b75	| 
               93961	| 00000008	| WRITE		| 00001b75	| 
               93971	| 00000009	| WRITE		| 00008b77	| 
               93981	| 0000000a	| WRITE		| 00000f06	| 
               93991	| 0000000b	| WRITE		| 000097d7	| 
               94001	| 0000000c	| WRITE		| 00000fca	| 
               94011	| 0000000d	| WRITE		| 0000de0c	| 
               94021	| 0000000e	| WRITE		| 00000fce	| 
               94031	| 0000000f	| WRITE		| 000027f7	| 
               94041	| 00000010	| WRITE		| 00001fc6	| 
               94051	| 00000011	| WRITE		| 00009c07	| 
               94061	| 00000012	| WRITE		| 0000ef06	| 
               94071	| 00000013	| WRITE		| 000099d8	| 
               94091	| 00000004	| WRITE		| 0000748b	| 
               94161	| 00000001	| WRITE		| 00000000	| 
               94181	| 00000002	| WRITE		| 00004e20	| 
               94201	| 00000003	| WRITE		| 0000000a	| 
               94211	| 00000001	| WRITE		| 00000001	| 
               94241	| 00000002	| WRITE		| 00004e16	| 
               94471	| 00000001	| WRITE		| 000007d0	| 
               94491	| 00000002	| WRITE		| 00000000	| 
               94511	| 00000006	| WRITE		| 0000eb76	| 
               94521	| 00000007	| WRITE		| 00008b76	| 
               94531	| 00000008	| WRITE		| 00001b76	| 
               94541	| 00000009	| WRITE		| 00008b78	| 
               94551	| 0000000a	| WRITE		| 00000f07	| 
               94561	| 0000000b	| WRITE		| 000097d8	| 
               94571	| 0000000c	| WRITE		| 00000fcb	| 
               94581	| 0000000d	| WRITE		| 0000de0d	| 
               94591	| 0000000e	| WRITE		| 00000fcf	| 
               94601	| 0000000f	| WRITE		| 000027f8	| 
               94611	| 00000010	| WRITE		| 00001fc7	| 
               94621	| 00000011	| WRITE		| 00009c08	| 
               94631	| 00000012	| WRITE		| 0000ef07	| 
               94641	| 00000013	| WRITE		| 000099d9	| 
               94661	| 00000004	| WRITE		| 0000748a	| 
               94731	| 00000001	| WRITE		| 00000000	| 
               94751	| 00000002	| WRITE		| 00004e20	| 
               94771	| 00000003	| WRITE		| 0000000a	| 
               94781	| 00000001	| WRITE		| 00000001	| 
               94811	| 00000002	| WRITE		| 00004e16	| 
               95041	| 00000001	| WRITE		| 000007d0	| 
               95061	| 00000002	| WRITE		| 00000000	| 
               95081	| 00000006	| WRITE		| 0000eb77	| 
               95091	| 00000007	| WRITE		| 00008b77	| 
               95101	| 00000008	| WRITE		| 00001b77	| 
               95111	| 00000009	| WRITE		| 00008b79	| 
               95121	| 0000000a	| WRITE		| 00000f08	| 
               95131	| 0000000b	| WRITE		| 000097d9	| 
               95141	| 0000000c	| WRITE		| 00000fcc	| 
               95151	| 0000000d	| WRITE		| 0000de0e	| 
               95161	| 0000000e	| WRITE		| 00000fd0	| 
               95171	| 0000000f	| WRITE		| 000027f9	| 
               95181	| 00000010	| WRITE		| 00001fc8	| 
               95191	| 00000011	| WRITE		| 00009c09	| 
               95201	| 00000012	| WRITE		| 0000ef08	| 
               95211	| 00000013	| WRITE		| 000099da	| 
               95231	| 00000004	| WRITE		| 00007489	| 
               95301	| 00000001	| WRITE		| 00000000	| 
               95321	| 00000002	| WRITE		| 00004e20	| 
               95341	| 00000003	| WRITE		| 0000000a	| 
               95351	| 00000001	| WRITE		| 00000001	| 
               95381	| 00000002	| WRITE		| 00004e16	| 
               95611	| 00000001	| WRITE		| 000007d0	| 
               95631	| 00000002	| WRITE		| 00000000	| 
               95651	| 00000006	| WRITE		| 0000eb78	| 
               95661	| 00000007	| WRITE		| 00008b78	| 
               95671	| 00000008	| WRITE		| 00001b78	| 
               95681	| 00000009	| WRITE		| 00008b7a	| 
               95691	| 0000000a	| WRITE		| 00000f09	| 
               95701	| 0000000b	| WRITE		| 000097da	| 
               95711	| 0000000c	| WRITE		| 00000fcd	| 
               95721	| 0000000d	| WRITE		| 0000de0f	| 
               95731	| 0000000e	| WRITE		| 00000fd1	| 
               95741	| 0000000f	| WRITE		| 000027fa	| 
               95751	| 00000010	| WRITE		| 00001fc9	| 
