-----------------------------------------------------
                Time	| Address	| Read/Write| data		|
-----------------------------------------------------
               64661	| 00000002	| WRITE		| 000043a8	| 
               64781	| 00000001	| WRITE		| 0000010d	| 
               64901	| 00000002	| WRITE		| 0000439e	| 
               65021	| 00000001	| WRITE		| 0000010e	| 
               65141	| 00000002	| WRITE		| 00004394	| 
               65261	| 00000001	| WRITE		| 0000010f	| 
               65381	| 00000002	| WRITE		| 0000438a	| 
               65501	| 00000001	| WRITE		| 00000110	| 
               65621	| 00000002	| WRITE		| 00004380	| 
               65741	| 00000001	| WRITE		| 00000111	| 
               65861	| 00000002	| WRITE		| 00004376	| 
               65981	| 00000001	| WRITE		| 00000112	| 
               66101	| 00000002	| WRITE		| 0000436c	| 
               66221	| 00000001	| WRITE		| 00000113	| 
               66341	| 00000002	| WRITE		| 00004362	| 
               66461	| 00000001	| WRITE		| 00000114	| 
               66581	| 00000002	| WRITE		| 00004358	| 
               66701	| 00000001	| WRITE		| 00000115	| 
               66821	| 00000002	| WRITE		| 0000434e	| 
               66941	| 00000001	| WRITE		| 00000116	| 
               67061	| 00000002	| WRITE		| 00004344	| 
               67181	| 00000001	| WRITE		| 00000117	| 
               67301	| 00000002	| WRITE		| 0000433a	| 
               67421	| 00000001	| WRITE		| 00000118	| 
               67541	| 00000002	| WRITE		| 00004330	| 
               67661	| 00000001	| WRITE		| 00000119	| 
               67781	| 00000002	| WRITE		| 00004326	| 
               67901	| 00000001	| WRITE		| 0000011a	| 
               68021	| 00000002	| WRITE		| 0000431c	| 
               68141	| 00000001	| WRITE		| 0000011b	| 
               68261	| 00000002	| WRITE		| 00004312	| 
               68381	| 00000001	| WRITE		| 0000011c	| 
               68501	| 00000002	| WRITE		| 00004308	| 
               68621	| 00000001	| WRITE		| 0000011d	| 
               68741	| 00000002	| WRITE		| 000042fe	| 
               68861	| 00000001	| WRITE		| 0000011e	| 
               68981	| 00000002	| WRITE		| 000042f4	| 
               69101	| 00000001	| WRITE		| 0000011f	| 
               69221	| 00000002	| WRITE		| 000042ea	| 
               69341	| 00000001	| WRITE		| 00000120	| 
               69461	| 00000002	| WRITE		| 000042e0	| 
               69581	| 00000001	| WRITE		| 00000121	| 
               69701	| 00000002	| WRITE		| 000042d6	| 
               69821	| 00000001	| WRITE		| 00000122	| 
               69941	| 00000002	| WRITE		| 000042cc	| 
               70061	| 00000001	| WRITE		| 00000123	| 
               70181	| 00000002	| WRITE		| 000042c2	| 
               70301	| 00000001	| WRITE		| 00000124	| 
               70421	| 00000002	| WRITE		| 000042b8	| 
               70541	| 00000001	| WRITE		| 00000125	| 
               70661	| 00000002	| WRITE		| 000042ae	| 
               70781	| 00000001	| WRITE		| 00000126	| 
               70901	| 00000002	| WRITE		| 000042a4	| 
               71021	| 00000001	| WRITE		| 00000127	| 
               71141	| 00000002	| WRITE		| 0000429a	| 
               71261	| 00000001	| WRITE		| 00000128	| 
               71381	| 00000002	| WRITE		| 00004290	| 
               71501	| 00000001	| WRITE		| 00000129	| 
               71621	| 00000002	| WRITE		| 00004286	| 
               71741	| 00000001	| WRITE		| 0000012a	| 
               71861	| 00000002	| WRITE		| 0000427c	| 
               71981	| 00000001	| WRITE		| 0000012b	| 
               72101	| 00000002	| WRITE		| 00004272	| 
               72221	| 00000001	| WRITE		| 0000012c	| 
               72341	| 00000002	| WRITE		| 00004268	| 
               72461	| 00000001	| WRITE		| 0000012d	| 
               72581	| 00000002	| WRITE		| 0000425e	| 
               72701	| 00000001	| WRITE		| 0000012e	| 
               72821	| 00000002	| WRITE		| 00004254	| 
               72941	| 00000001	| WRITE		| 0000012f	| 
               73061	| 00000002	| WRITE		| 0000424a	| 
               73181	| 00000001	| WRITE		| 00000130	| 
               73301	| 00000002	| WRITE		| 00004240	| 
               73421	| 00000001	| WRITE		| 00000131	| 
               73541	| 00000002	| WRITE		| 00004236	| 
               73661	| 00000001	| WRITE		| 00000132	| 
               73781	| 00000002	| WRITE		| 0000422c	| 
               73901	| 00000001	| WRITE		| 00000133	| 
               74021	| 00000002	| WRITE		| 00004222	| 
               74141	| 00000001	| WRITE		| 00000134	| 
               74261	| 00000002	| WRITE		| 00004218	| 
               74381	| 00000001	| WRITE		| 00000135	| 
               74501	| 00000002	| WRITE		| 0000420e	| 
               74621	| 00000001	| WRITE		| 00000136	| 
               74741	| 00000002	| WRITE		| 00004204	| 
               74861	| 00000001	| WRITE		| 00000137	| 
               74981	| 00000002	| WRITE		| 000041fa	| 
               75101	| 00000001	| WRITE		| 00000138	| 
               75221	| 00000002	| WRITE		| 000041f0	| 
               75341	| 00000001	| WRITE		| 00000139	| 
               75461	| 00000002	| WRITE		| 000041e6	| 
               75581	| 00000001	| WRITE		| 0000013a	| 
               75701	| 00000002	| WRITE		| 000041dc	| 
               75821	| 00000001	| WRITE		| 0000013b	| 
               75941	| 00000002	| WRITE		| 000041d2	| 
               76061	| 00000001	| WRITE		| 0000013c	| 
               76181	| 00000002	| WRITE		| 000041c8	| 
               76301	| 00000001	| WRITE		| 0000013d	| 
               76421	| 00000002	| WRITE		| 000041be	| 
               76541	| 00000001	| WRITE		| 0000013e	| 
               76661	| 00000002	| WRITE		| 000041b4	| 
               76781	| 00000001	| WRITE		| 0000013f	| 
               76901	| 00000002	| WRITE		| 000041aa	| 
               77021	| 00000001	| WRITE		| 00000140	| 
               77141	| 00000002	| WRITE		| 000041a0	| 
               77261	| 00000001	| WRITE		| 00000141	| 
               77381	| 00000002	| WRITE		| 00004196	| 
               77501	| 00000001	| WRITE		| 00000142	| 
               77621	| 00000002	| WRITE		| 0000418c	| 
               77741	| 00000001	| WRITE		| 00000143	| 
               77861	| 00000002	| WRITE		| 00004182	| 
               77981	| 00000001	| WRITE		| 00000144	| 
               78101	| 00000002	| WRITE		| 00004178	| 
               78221	| 00000001	| WRITE		| 00000145	| 
               78341	| 00000002	| WRITE		| 0000416e	| 
               78461	| 00000001	| WRITE		| 00000146	| 
               78581	| 00000002	| WRITE		| 00004164	| 
               78701	| 00000001	| WRITE		| 00000147	| 
               78821	| 00000002	| WRITE		| 0000415a	| 
               78941	| 00000001	| WRITE		| 00000148	| 
               79061	| 00000002	| WRITE		| 00004150	| 
               79181	| 00000001	| WRITE		| 00000149	| 
               79301	| 00000002	| WRITE		| 00004146	| 
               79421	| 00000001	| WRITE		| 0000014a	| 
               79541	| 00000002	| WRITE		| 0000413c	| 
               79661	| 00000001	| WRITE		| 0000014b	| 
               79781	| 00000002	| WRITE		| 00004132	| 
               79901	| 00000001	| WRITE		| 0000014c	| 
               80021	| 00000002	| WRITE		| 00004128	| 
               80141	| 00000001	| WRITE		| 0000014d	| 
               80261	| 00000002	| WRITE		| 0000411e	| 
               80381	| 00000001	| WRITE		| 0000014e	| 
               80501	| 00000002	| WRITE		| 00004114	| 
               80621	| 00000001	| WRITE		| 0000014f	| 
               80741	| 00000002	| WRITE		| 0000410a	| 
               80861	| 00000001	| WRITE		| 00000150	| 
               80981	| 00000002	| WRITE		| 00004100	| 
               81101	| 00000001	| WRITE		| 00000151	| 
               81221	| 00000002	| WRITE		| 000040f6	| 
               81341	| 00000001	| WRITE		| 00000152	| 
               81461	| 00000002	| WRITE		| 000040ec	| 
               81581	| 00000001	| WRITE		| 00000153	| 
               81701	| 00000002	| WRITE		| 000040e2	| 
               81821	| 00000001	| WRITE		| 00000154	| 
               81941	| 00000002	| WRITE		| 000040d8	| 
               82061	| 00000001	| WRITE		| 00000155	| 
               82181	| 00000002	| WRITE		| 000040ce	| 
               82301	| 00000001	| WRITE		| 00000156	| 
               82421	| 00000002	| WRITE		| 000040c4	| 
               82541	| 00000001	| WRITE		| 00000157	| 
               82661	| 00000002	| WRITE		| 000040ba	| 
               82781	| 00000001	| WRITE		| 00000158	| 
               82901	| 00000002	| WRITE		| 000040b0	| 
               83021	| 00000001	| WRITE		| 00000159	| 
               83141	| 00000002	| WRITE		| 000040a6	| 
               83261	| 00000001	| WRITE		| 0000015a	| 
               83381	| 00000002	| WRITE		| 0000409c	| 
               83501	| 00000001	| WRITE		| 0000015b	| 
               83621	| 00000002	| WRITE		| 00004092	| 
               83741	| 00000001	| WRITE		| 0000015c	| 
               83861	| 00000002	| WRITE		| 00004088	| 
               83981	| 00000001	| WRITE		| 0000015d	| 
               84101	| 00000002	| WRITE		| 0000407e	| 
               84221	| 00000001	| WRITE		| 0000015e	| 
               84341	| 00000002	| WRITE		| 00004074	| 
               84461	| 00000001	| WRITE		| 0000015f	| 
               84581	| 00000002	| WRITE		| 0000406a	| 
               84701	| 00000001	| WRITE		| 00000160	| 
               84821	| 00000002	| WRITE		| 00004060	| 
               84941	| 00000001	| WRITE		| 00000161	| 
               85061	| 00000002	| WRITE		| 00004056	| 
               85181	| 00000001	| WRITE		| 00000162	| 
               85301	| 00000002	| WRITE		| 0000404c	| 
               85421	| 00000001	| WRITE		| 00000163	| 
               85541	| 00000002	| WRITE		| 00004042	| 
               85661	| 00000001	| WRITE		| 00000164	| 
               85781	| 00000002	| WRITE		| 00004038	| 
               85901	| 00000001	| WRITE		| 00000165	| 
               86021	| 00000002	| WRITE		| 0000402e	| 
               86141	| 00000001	| WRITE		| 00000166	| 
               86261	| 00000002	| WRITE		| 00004024	| 
               86381	| 00000001	| WRITE		| 00000167	| 
               86501	| 00000002	| WRITE		| 0000401a	| 
               86621	| 00000001	| WRITE		| 00000168	| 
               86741	| 00000002	| WRITE		| 00004010	| 
               86861	| 00000001	| WRITE		| 00000169	| 
               86981	| 00000002	| WRITE		| 00004006	| 
               87101	| 00000001	| WRITE		| 0000016a	| 
               87221	| 00000002	| WRITE		| 00003ffc	| 
               87341	| 00000001	| WRITE		| 0000016b	| 
               87461	| 00000002	| WRITE		| 00003ff2	| 
               87581	| 00000001	| WRITE		| 0000016c	| 
               87701	| 00000002	| WRITE		| 00003fe8	| 
               87821	| 00000001	| WRITE		| 0000016d	| 
               87941	| 00000002	| WRITE		| 00003fde	| 
               88061	| 00000001	| WRITE		| 0000016e	| 
               88181	| 00000002	| WRITE		| 00003fd4	| 
               88301	| 00000001	| WRITE		| 0000016f	| 
               88421	| 00000002	| WRITE		| 00003fca	| 
               88541	| 00000001	| WRITE		| 00000170	| 
               88661	| 00000002	| WRITE		| 00003fc0	| 
               88781	| 00000001	| WRITE		| 00000171	| 
               88901	| 00000002	| WRITE		| 00003fb6	| 
               89021	| 00000001	| WRITE		| 00000172	| 
               89141	| 00000002	| WRITE		| 00003fac	| 
               89261	| 00000001	| WRITE		| 00000173	| 
               89381	| 00000002	| WRITE		| 00003fa2	| 
               89501	| 00000001	| WRITE		| 00000174	| 
               89621	| 00000002	| WRITE		| 00003f98	| 
               89741	| 00000001	| WRITE		| 00000175	| 
               89861	| 00000002	| WRITE		| 00003f8e	| 
               89981	| 00000001	| WRITE		| 00000176	| 
               90101	| 00000002	| WRITE		| 00003f84	| 
               90221	| 00000001	| WRITE		| 00000177	| 
               90341	| 00000002	| WRITE		| 00003f7a	| 
               90461	| 00000001	| WRITE		| 00000178	| 
               90581	| 00000002	| WRITE		| 00003f70	| 
               90701	| 00000001	| WRITE		| 00000179	| 
               90821	| 00000002	| WRITE		| 00003f66	| 
               90941	| 00000001	| WRITE		| 0000017a	| 
               91061	| 00000002	| WRITE		| 00003f5c	| 
               91181	| 00000001	| WRITE		| 0000017b	| 
               91301	| 00000002	| WRITE		| 00003f52	| 
               91421	| 00000001	| WRITE		| 0000017c	| 
               91541	| 00000002	| WRITE		| 00003f48	| 
               91661	| 00000001	| WRITE		| 0000017d	| 
               91781	| 00000002	| WRITE		| 00003f3e	| 
               91901	| 00000001	| WRITE		| 0000017e	| 
               92021	| 00000002	| WRITE		| 00003f34	| 
               92141	| 00000001	| WRITE		| 0000017f	| 
               92261	| 00000002	| WRITE		| 00003f2a	| 
               92381	| 00000001	| WRITE		| 00000180	| 
               92501	| 00000002	| WRITE		| 00003f20	| 
               92621	| 00000001	| WRITE		| 00000181	| 
               92741	| 00000002	| WRITE		| 00003f16	| 
               92861	| 00000001	| WRITE		| 00000182	| 
               92981	| 00000002	| WRITE		| 00003f0c	| 
               93101	| 00000001	| WRITE		| 00000183	| 
               93221	| 00000002	| WRITE		| 00003f02	| 
               93341	| 00000001	| WRITE		| 00000184	| 
               93461	| 00000002	| WRITE		| 00003ef8	| 
               93581	| 00000001	| WRITE		| 00000185	| 
               93701	| 00000002	| WRITE		| 00003eee	| 
               93821	| 00000001	| WRITE		| 00000186	| 
               93941	| 00000002	| WRITE		| 00003ee4	| 
               94061	| 00000001	| WRITE		| 00000187	| 
               94181	| 00000002	| WRITE		| 00003eda	| 
               94301	| 00000001	| WRITE		| 00000188	| 
               94421	| 00000002	| WRITE		| 00003ed0	| 
               94541	| 00000001	| WRITE		| 00000189	| 
               94661	| 00000002	| WRITE		| 00003ec6	| 
               94781	| 00000001	| WRITE		| 0000018a	| 
               94901	| 00000002	| WRITE		| 00003ebc	| 
               95021	| 00000001	| WRITE		| 0000018b	| 
               95141	| 00000002	| WRITE		| 00003eb2	| 
               95261	| 00000001	| WRITE		| 0000018c	| 
               95381	| 00000002	| WRITE		| 00003ea8	| 
               95501	| 00000001	| WRITE		| 0000018d	| 
               95621	| 00000002	| WRITE		| 00003e9e	| 
               95741	| 00000001	| WRITE		| 0000018e	| 
               95861	| 00000002	| WRITE		| 00003e94	| 
               95981	| 00000001	| WRITE		| 0000018f	| 
               96101	| 00000002	| WRITE		| 00003e8a	| 
               96221	| 00000001	| WRITE		| 00000190	| 
               96341	| 00000002	| WRITE		| 00003e80	| 
               96461	| 00000001	| WRITE		| 00000191	| 
               96581	| 00000002	| WRITE		| 00003e76	| 
               96701	| 00000001	| WRITE		| 00000192	| 
               96821	| 00000002	| WRITE		| 00003e6c	| 
               96941	| 00000001	| WRITE		| 00000193	| 
               97061	| 00000002	| WRITE		| 00003e62	| 
               97181	| 00000001	| WRITE		| 00000194	| 
               97301	| 00000002	| WRITE		| 00003e58	| 
               97421	| 00000001	| WRITE		| 00000195	| 
               97541	| 00000002	| WRITE		| 00003e4e	| 
               97661	| 00000001	| WRITE		| 00000196	| 
               97781	| 00000002	| WRITE		| 00003e44	| 
               97901	| 00000001	| WRITE		| 00000197	| 
               98021	| 00000002	| WRITE		| 00003e3a	| 
               98141	| 00000001	| WRITE		| 00000198	| 
               98261	| 00000002	| WRITE		| 00003e30	| 
               98381	| 00000001	| WRITE		| 00000199	| 
               98501	| 00000002	| WRITE		| 00003e26	| 
               98621	| 00000001	| WRITE		| 0000019a	| 
               98741	| 00000002	| WRITE		| 00003e1c	| 
               98861	| 00000001	| WRITE		| 0000019b	| 
               98981	| 00000002	| WRITE		| 00003e12	| 
               99101	| 00000001	| WRITE		| 0000019c	| 
               99221	| 00000002	| WRITE		| 00003e08	| 
               99341	| 00000001	| WRITE		| 0000019d	| 
               99461	| 00000002	| WRITE		| 00003dfe	| 
               99581	| 00000001	| WRITE		| 0000019e	| 
               99701	| 00000002	| WRITE		| 00003df4	| 
               99821	| 00000001	| WRITE		| 0000019f	| 
               99941	| 00000002	| WRITE		| 00003dea	| 
